Starting fitting with 32 workers on previous 1000 parameter combinations...

=== 1000 Iterations Results ===
Total experiments: 1500

Top 1000 results by MeanFitness:
1000×11 DataFrame
  Row │ NewLayer    RemoveLayer  NewNeuron    RemoveNeuron  NewRule     RemoveRule  NewInput    RemoveInput  MeanFitness  MaxFitness  SuccessfulSimulations
      │ Float64     Float64      Float64      Float64       Float64     Float64     Float64     Float64      Float64      Float64     UInt16
──────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  881 │ -0.864448    0.0125242    0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.89375      0.9375                       0
  882 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.166512   0.0677093   0.0650219      0.89375      0.9375                       0
  883 │  0.135552    0.00752417   0.126423      0.0536438    0.159795     0.161512   0.0677093   0.0650219      0.89375      0.9375                       0
  884 │  0.135552    0.00752417   1.12142       0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.89375      0.96875                      0
  885 │  0.135552    0.00752417   1.12142       0.0636438    0.159795     0.161512   0.0677093   0.0650219      0.89375      0.96875                      0
  886 │  0.135552    0.00752417   0.121423      0.0586438    1.15979      1.16151    0.0677093   0.0650219      0.89375      0.9375                       0
  887 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861  -0.848094   -0.89147        0.89375      0.9375                       0
  888 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861  -0.848094    0.10353        0.89375      0.96875                      0
  889 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.146906    0.10353        0.89375      1.0                          1
  890 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.145861   0.151906    0.10853        0.89375      0.9375                       0
  891 │  0.0594573   0.0668547    0.00795792    0.0502602    0.200434     0.145861   0.151906    0.10853        0.89375      0.9375                       0
  892 │  0.0644573   0.0718547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.89375      0.9375                       0
  893 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.156906    0.11353        0.89375      0.96875                      0
  894 │  0.0594573   0.0668547    1.00796       1.05026      0.195434     0.150861   0.151906    0.10853        0.89375      0.90625                      0
  895 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533  -0.813733    0.0694286      0.89375      0.9375                       0
  896 │  0.182744    0.0579462    0.188879      0.00834448  -0.808949     0.151533   0.186267    0.0744286      0.89375      0.96875                      0
  897 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.181267    0.0794286      0.89375      0.9375                       0
  898 │  0.182744    0.0579462    1.18888       0.00834448   0.191051     0.146533   0.186267    0.0744286      0.89375      0.9375                       0
  899 │  0.182744    0.0579462    0.188879      0.00834448   1.19105      1.14653    0.186267    0.0744286      0.89375      0.96875                      0
  900 │  0.12769     0.0282001    0.147246      0.0526225   -0.94536     -0.819721   0.0910361   0.0943802      0.891667     0.9375                       0
  901 │  0.12769     0.0282001   -0.852754      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.891667     0.96875                      0
  902 │  0.12769     0.0282001    0.142246      0.0476225    0.0546398    0.180279   0.0910361   0.0943802      0.891667     0.9375                       0
  903 │  0.12769     0.0282001    0.142246      0.0576225    0.0546398    0.180279   0.0910361   0.0943802      0.891667     0.9375                       0
  904 │ -0.847844    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.891667     0.9375                       0
  905 │  0.152156    0.111746    -0.996782      0.123535     0.121457     0.116945   0.0810814   0.0397341      0.891667     0.96875                      0
  906 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945  -0.918919    0.0397341      0.891667     0.96875                      0
  907 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945  -0.918919    0.0447341      0.891667     0.9375                       0
  908 │  0.152156    0.111746    -0.00178215    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.891667     0.9375                       0
  909 │  0.147156    0.116746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.891667     0.9375                       0
  910 │  0.152156    0.111746     0.00321785    0.123535     0.116457     0.121945   0.0810814   0.0397341      0.891667     0.9375                       0
  911 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.891667     0.9375                       0
  912 │  0.152156    0.111746     0.00321785    0.123535     0.126457    -0.883055   0.0810814   0.0397341      0.891667     1.0                          1
  913 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0860814  -0.960266       0.891667     0.9375                       0
  914 │ -0.817667    0.117338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.891667     0.96875                      0
  915 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423  -0.920502    0.00190045     0.891667     1.0                          1
  916 │ -0.817667    1.12234      0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.891667     1.0                          1
  917 │  0.177333    0.117338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.891667     0.9375                       0
  918 │  0.182333    0.122338     0.118909      0.141437     0.0965279    0.187423   0.0794977   0.00690045     0.891667     1.0                          1
  919 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.182423   0.0794977   0.00690045     0.891667     0.96875                      0
  920 │  0.187333    0.117338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.891667     0.96875                      0
  921 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   1.0795      0.00690045     0.891667     0.9375                       0
  922 │  1.18233     0.127338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.891667     0.9375                       0
  923 │  0.182333    0.122338     0.123909      0.146437     1.09653      1.18742    0.0794977   0.00690045     0.891667     0.9375                       0
  924 │  0.183335    0.125354     0.0449128     0.0897412    0.116659    -0.813707   0.0852727   0.0883816      0.891667     0.9375                       0
  925 │  0.183335    0.120354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.891667     0.9375                       0
  926 │  0.183335    0.125354     0.0449128     0.0847412    0.121659     0.186293   0.0852727   0.0883816      0.891667     0.9375                       0
  927 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.191293   0.0852727   0.0883816      0.891667     0.9375                       0
  928 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   1.08527     0.0833816      0.891667     0.90625                      0
  929 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   1.08527     0.0933816      0.891667     0.90625                      0
  930 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   1.08527     1.08838        0.891667     0.90625                      0
  931 │  0.0814545  -0.925479     0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.891667     0.96875                      0
  932 │  0.0814545   0.0745212    0.163857     -0.994593     0.134643     0.103979   0.0715813   0.0324708      0.891667     0.9375                       0
  933 │  0.0864545   0.0695212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.891667     0.9375                       0
  934 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252  -0.970078    0.0389143      0.891667     0.96875                      0
  935 │  0.161791    0.0343425    0.0965648     0.044201    -0.8566      -0.866987   0.133041    0.146628       0.891667     0.9375                       0
  936 │  0.161791    0.0343425    0.0965648     0.044201     0.1384      -0.866987   0.133041    0.146628       0.891667     0.96875                      0
  937 │  0.161791    0.0343425    0.0965648     0.044201     0.1434      -0.866987   0.133041    0.146628       0.891667     0.9375                       0
  938 │  0.161791    0.0343425    0.0965648     0.049201     0.1434       0.133013   0.133041    0.146628       0.891667     0.9375                       0
  939 │  0.166791    1.03434      0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.891667     1.0                          1
  940 │  1.16179     0.0393425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.891667     0.9375                       0
  941 │  0.161791    0.0343425    1.09656       1.0442       0.1434       0.133013   0.133041    0.146628       0.891667     0.90625                      0
  942 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0768039   0.0831038      0.891667     0.9375                       0
  943 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078  -0.922923    0.0910401      0.891667     0.96875                      0
  944 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.132078   0.0770766   0.0910401      0.891667     0.9375                       0
  945 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0820766   0.0860401      0.891667     0.9375                       0
  946 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   1.07708     0.0960401      0.891667     0.90625                      0
  947 │  0.0497396   0.0277965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.891667     0.9375                       0
  948 │  0.0547396   1.0228       0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.891667     0.96875                      0
  949 │  1.05474    -0.977204     0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.891667     0.96875                      0
  950 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   1.1445     -0.922033       0.891667     0.90625                      0
  951 │  0.0547396   0.0227965    1.00739       1.18972      0.160364     0.182053   0.144495    0.0779669      0.891667     0.9375                       0
  952 │  0.0891494   0.122576     0.0148985     0.0771466   -0.841864     0.12553    0.183831    0.094325       0.891667     0.9375                       0
  953 │  0.0841494   0.127576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.891667     0.96875                      0
  954 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    1.18383     0.099325       0.891667     0.9375                       0
  955 │  0.0891494   0.122576     0.0148985     0.0771466    1.15814      1.13053    0.183831    0.094325       0.891667     0.90625                      0
  956 │  0.161939    0.105187     0.15573       0.0175013   -0.896827    -0.864536   0.116401    0.0775203      0.891667     0.9375                       0
  957 │  0.161939    0.105187     0.15573       0.0175013    0.098173    -0.864536   0.116401    0.0775203      0.891667     1.0                          1
  958 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   1.1164     -0.92248        0.891667     0.9375                       0
  959 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   1.1164      0.0825203      0.891667     0.9375                       0
  960 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   1.1164      1.07752        0.891667     0.90625                      0
  961 │  0.135552    0.00752417   0.121423      0.0586438   -0.840205     0.161512   0.0677093   0.0650219      0.891667     0.96875                      0
  962 │  0.130552    1.00752      0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.891667     0.9375                       0
  963 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0600219      0.891667     0.9375                       0
  964 │  0.140552    1.00752      0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.891667     0.9375                       0
  965 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   1.06771     0.0700219      0.891667     0.90625                      0
  966 │ -0.940543   -0.933145     0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.891667     0.96875                      0
  967 │ -0.940543    1.06685      0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.891667     0.96875                      0
  968 │  0.0544573  -0.933145     0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.891667     0.9375                       0
  969 │  0.0544573   0.0618547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.891667     0.9375                       0
  970 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.146906    0.11353        0.891667     0.90625                      0
  971 │  0.0594573   0.0668547    0.00795792    0.0502602    0.200434     0.150861   0.151906    0.10853        0.891667     0.96875                      0
  972 │  1.05946     0.0718547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.891667     0.9375                       0
  973 │  0.182744    0.0579462    0.188879      0.00834448  -0.808949    -0.853467   0.186267    0.0744286      0.891667     0.96875                      0
  974 │  0.182744    0.0579462   -0.811121      0.00334448   0.191051     0.146533   0.186267    0.0744286      0.891667     0.9375                       0
  975 │  0.12769     0.0282001    0.147246      0.0526225   -0.94536      0.175279   0.0910361   0.0943802      0.889583     1.0                          1
  976 │  0.12769     0.0282001    0.147246      0.0526225   -0.94536      0.185279   0.0910361   0.0943802      0.889583     0.96875                      0
  977 │  0.12769     0.0332001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.889583     0.9375                       0
  978 │  0.12769     0.0282001    0.147246      0.0526225    0.0596398   -0.819721   0.0910361   0.0943802      0.889583     0.9375                       0
  979 │  0.12769     0.0282001    0.152246      0.0476225    0.0546398    0.180279   0.0910361   0.0943802      0.889583     0.96875                      0
  980 │  0.12769     0.0282001    1.14725       0.0576225    0.0546398    0.180279   0.0910361   0.0943802      0.889583     0.9375                       0
  981 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   1.09104     0.0993802      0.889583     0.90625                      0
  982 │  0.12769     0.0282001    0.147246      0.0526225    1.05464      1.18028    0.0910361   0.0943802      0.889583     0.9375                       0
  983 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945  -0.918919    0.0347341      0.889583     0.96875                      0
  984 │  0.157156    0.106746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.889583     1.0                          1
  985 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   1.0795      0.00190045     0.889583     0.90625                      0
  986 │ -0.816665   -0.874646     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.889583     0.9375                       0
  987 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293  -0.914727   -0.911618       0.889583     0.9375                       0
  988 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0802727   0.0833816      0.889583     0.9375                       0
  989 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0802727   0.0933816      0.889583     0.90625                      0
  990 │  0.188335    0.120354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.889583     0.9375                       0
  991 │  0.183335    0.125354     0.0449128     0.0897412    0.126659     0.186293   0.0852727   0.0883816      0.889583     0.96875                      0
  992 │  0.183335    0.125354     1.04491      -0.910259     0.121659     0.186293   0.0852727   0.0883816      0.889583     0.9375                       0
  993 │  0.0814545   0.0745212   -0.841143      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.889583     0.96875                      0
  994 │  0.0814545   0.0745212    0.158857      0.00540739  -0.865357     0.108979   0.0715813   0.0324708      0.889583     0.9375                       0
  995 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.889583     0.9375                       0
  996 │  0.0814545   0.0745212    0.163857      0.0104074    0.134643     0.103979   0.0715813   0.0324708      0.889583     0.96875                      0
  997 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0249218  -0.961086       0.889583     0.9375                       0
  998 │  0.0279274   0.017226     0.141449      0.0148304    0.118898     0.188252   0.0299218   0.0389143      0.889583     0.96875                      0
  999 │  0.0279274   0.017226     1.14145       1.01483      0.123898     0.188252   0.0299218   0.0389143      0.889583     0.96875                      0
 1000 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   1.02992     1.03891        0.889583     0.9375                       0
